id,longitude,latitude,basin,district_code,population,public_meeting
69732g,36.64322153,-8.13863584,Rufiji,3,250.0,True
30086,36.92618134,-7.08548166,Wami / Ruvu,1,250.0,True
26961,0.0,-2e-08,Lake Victoria,1,0.0,True
53225kpw,36.84313092,-9.02351045,Rufiji,4,619.0,True
67358k,30.29624668,-4.67501028,Lake Tanganyika,2,1400.0,True
6994cz,30.2606755,-4.07024058,Lake Tanganyika,2,1050.0,True
61811vt,34.38255170000001,-2.99815885,Lake Victoria,6,0.0,True
40862,30.8559342,-1.5095922,Lake Victoria,1,0.0,True
9954g,31.02236384,-1.67105449,Lake Victoria,1,0.0,True
31786lcn,30.74322478,-3.41201479,Lake Tanganyika,1,500.0,True
6086il,33.78921472,-9.52622137,Lake Nyasa,3,,True
6642,33.93278148,-9.62947356,Lake Nyasa,3,0.0,True
40934adl,30.7375648,-3.36279155,Lake Tanganyika,1,230.0,True
4963,37.75687050000001,-10.73888546,Ruvuma / Southern Coast,1,1.0,False
70566skf,33.67956143,-8.94153629,Rufiji,2,,False
7844,31.76861865,-7.80389024,Lake Rukwa,2,240.0,True
25629wc,32.81812518,-4.24963352,Lake Tanganyika,1,0.0,False
58174rsw,32.929872100000004,-3.09401565,Lake Victoria,7,0.0,
60139zkc,35.36082305,-9.87772473,Lake Nyasa,2,1100.0,True
60166u,34.54177537,-9.25272395,Rufiji,4,15.0,True
57873r,37.56467824,-4.18422019,Pangani,3,320.0,True
40837p,37.57108857,-3.47490334,Pangani,2,870.0,True
45251rw,39.05816099,-7.63557082,Rufiji,53,,True
1810x,34.68448998,-2.14720397,Lake Victoria,2,50.0,
53021n,33.22805329,-3.89354758,Internal,3,0.0,True
42281,36.43450991,-7.22681432,Rufiji,1,0.0,True
6515akr,35.05642720000001,-11.32243239,Ruvuma / Southern Coast,3,60.0,True
23905l,34.94964238,-8.82743109,Rufiji,4,40.0,True
60926,37.54724489,-3.38564369,Pangani,4,1.0,True
67010,31.81703893,-1.25292233,Lake Victoria,2,0.0,True
39745at,34.01255579,-1.6118407,Lake Victoria,3,320.0,
56818n,33.39339952,-3.79260749,Internal,3,0.0,False
45529,39.29043878,-7.03200911,Wami / Ruvu,43,1041.0,True
27973xbn,30.96451784,-3.26799855,Lake Tanganyika,1,356.0,True
4550o,37.19067727,-3.30106145,Pangani,5,40.0,True
38273,39.75723257,-10.77226171,Ruvuma / Southern Coast,4,,True
31667w,36.73647835,-3.41028011,Pangani,3,850.0,False
12451ute,36.80214258,-3.44148745,Pangani,2,150.0,True
72955,30.56398928,-2.7342999,Lake Victoria,30,0.0,True
40fqo,37.57907883,-7.08295779,Wami / Ruvu,6,560.0,True
35917sz,32.23094689,-4.0035059,Lake Tanganyika,3,0.0,True
5599cb,34.70279521,-9.8134903,Lake Nyasa,5,75.0,True
74112,33.15139503,-3.70559439,Lake Victoria,3,0.0,True
54053bk,31.95080067,-3.53242708,Lake Tanganyika,5,0.0,True
71195cuk,37.27095538,-3.24401544,Pangani,4,,True
70235rgv,38.11059415,-5.34550485,Pangani,6,20.0,False
55920,36.83735525,-3.16051256,Internal,7,,True
31749z,37.60065962,-3.02711558,Internal,1,1.0,True
8708lbr,34.04621872,-3.17877042,Internal,2,0.0,True
11248ii,34.44419693,-9.56109434,Lake Nyasa,4,20.0,True
69623wj,35.75134288,-7.82834618,Rufiji,1,1.0,True
38366qs,33.13701215,-9.20240838,Lake Nyasa,6,0.0,True
10382nek,33.86562274,-9.40288902,Lake Nyasa,4,0.0,True
12916,33.61846666,-2.57853711,Lake Victoria,2,0.0,True
35021,31.14370941,-1.66959251,Lake Victoria,1,0.0,True
21925be,34.89164672,-11.03694414,Ruvuma / Southern Coast,3,63.0,
56059vm,31.37655321,-8.25971707,Lake Tanganyika,2,56.0,True
71571,36.67552075,-3.35777502,Pangani,2,200.0,True
54003s,37.94171347,-4.12134659,Pangani,3,120.0,True
58499n,35.33626498,-4.28994017,Internal,1,720.0,True
28225c,36.93698042,-3.36510905,Pangani,7,400.0,True
19373u,39.00038742,-9.21332896,Ruvuma / Southern Coast,13,369.0,True
57216zw,33.88151828,-4.2907871,Internal,2,0.0,False
57923j,32.08473944,-5.20273681,Lake Tanganyika,4,0.0,True
70004yu,36.83291427,-6.09539797,Wami / Ruvu,1,150.0,True
47293xo,37.16818429,-10.72003573,Ruvuma / Southern Coast,1,,False
20313evc,37.34815128,-2.86529338,Internal,6,600.0,True
58885lk,33.65787885,-9.31888923,Lake Nyasa,4,0.0,True
31504c,34.54095234,-9.25593598,Rufiji,4,18.0,True
27724lcn,38.19370445,-6.95100691,Wami / Ruvu,2,800.0,True
43954,35.0757513,-9.19699919,Rufiji,4,75.0,True
11327tbl,29.75769843,-4.63301826,Lake Tanganyika,3,,True
5123xg,36.12282731,-8.31638229,Rufiji,3,,True
45542,31.741325,-1.48219643,Lake Victoria,2,0.0,True
22309,31.59027044,-1.85284307,Lake Victoria,3,0.0,True
33805e,38.3676157,-4.8560815,Pangani,1,1.0,True
27190q,31.52667906,-1.52585267,Lake Victoria,2,0.0,True
23087,30.61789061,-1.26465781,Lake Victoria,1,0.0,True
13109f,36.12757816,-8.9123794,Rufiji,4,400.0,True
31658,33.01693815,-9.02370453,Lake Rukwa,6,0.0,True
46535,30.5797981,-4.58034517,Lake Tanganyika,2,,True
13022,33.09292563,-4.75263024,Lake Tanganyika,1,0.0,False
33636xm,35.85574768,-4.28757089,Internal,1,480.0,True
14060o,31.51254629,-8.30434292,Lake Tanganyika,2,500.0,True
44972,33.27223632,-3.72271677,Internal,3,0.0,False
40380,32.7352019,-5.76446204,Lake Tanganyika,5,0.0,True
46484i,32.9414735,-5.24804891,Lake Tanganyika,3,0.0,True
17250qg,33.37558315,-2.148647,Lake Victoria,4,900.0,True
68710k,40.12502268,-10.38372973,Ruvuma / Southern Coast,5,440.0,True
32338n,30.05394655,-4.70847201,Lake Tanganyika,2,,True
6185ue,38.5366038,-4.97636281,Pangani,2,200.0,True
52811,33.144214500000004,-8.62988987,Lake Rukwa,1,0.0,True
22960id,33.35861443,-4.01697007,Internal,2,0.0,True
7238sj,30.54390793,-5.72956423,Lake Tanganyika,1,,True
54836zmh,0.0,-2e-08,Lake Victoria,1,0.0,True
60928,36.59877092,-3.23237682,Pangani,2,150.0,True
4925,37.31108749,-3.23805007,Pangani,4,1.0,False
44881ck,38.7909927,-10.24234768,Ruvuma / Southern Coast,3,60.0,
54340oje,36.1113136,-5.7502012,Wami / Ruvu,4,0.0,True
59886,37.56192348,-2.99958347,Internal,1,1.0,True
14074wr,31.2871136,-7.69751249,Lake Rukwa,3,400.0,True
39405oa,34.62304892,-4.4498734,Internal,1,445.0,True
22132os,38.17536661,-6.82761372,Wami / Ruvu,2,420.0,True
22798pr,34.22086366,-3.22378856,Internal,6,0.0,True
48071,34.99274634,-4.5939192,Internal,2,1.0,True
16558,33.704690500000005,-8.743335,Rufiji,7,0.0,True
10472ww,36.51438676,-8.19143107,Rufiji,3,60.0,False
43555xk,34.52256649,-5.64963494,Rufiji,3,250.0,True
15838odw,35.55019277,-8.24022062,Rufiji,2,0.0,True
54724,35.43762983,-6.36404278,Internal,6,0.0,True
1115,33.94378482,-9.42582653,Lake Nyasa,3,0.0,True
12736,36.61121976,-3.31383699,Pangani,2,200.0,True
32288,36.93810095,-3.23619819,Pangani,7,124.0,True
22167,31.50115625,-8.05289503,Lake Tanganyika,4,650.0,True
20704,38.74852845,-10.02087462,Ruvuma / Southern Coast,3,450.0,True
31527qw,34.2738366,-3.73449596,Internal,6,0.0,True
11565k,40.24576823,-10.34234447,Ruvuma / Southern Coast,1,250.0,True
36990xi,35.59708918,-4.39066971,Internal,1,720.0,True
29858ex,35.02491834,-8.69229885,Rufiji,2,0.0,True
8711,33.63831866,-8.76446353,Rufiji,7,0.0,True
17753df,30.28677547,-4.66230709,Lake Tanganyika,2,1.0,True
48079oot,35.01970802,-8.70138155,Rufiji,2,0.0,True
47799zx,36.57642013,-6.48929513,Wami / Ruvu,1,0.0,True
31634eyl,35.06452786,-11.30731221,Ruvuma / Southern Coast,3,60.0,True
5893znq,0.0,-2e-08,Lake Victoria,1,0.0,
30351,30.49723594,-3.54761305,Lake Tanganyika,1,250.0,True
33655bw,37.62742392,-3.6460592,Pangani,2,40.0,True
43801vw,39.01110946,-7.26134395,Wami / Ruvu,43,100.0,True
60908en,34.57997626,-9.06056683,Rufiji,4,56.0,True
71549hrr,33.31360344,-8.90292603,Lake Rukwa,2,0.0,True
5482tqu,37.45534262,-3.34967291,Pangani,4,35.0,True
40222inb,38.28562484,-4.8353776,Pangani,1,1.0,True
38667s,39.1756999,-6.93541986,Wami / Ruvu,2,200.0,
18014zj,34.61548114,-9.97260069,Lake Nyasa,5,70.0,False
27777ko,37.36827916,-11.50843874,Ruvuma / Southern Coast,1,1.0,True
20917u,33.88265844,-9.28633433,Lake Nyasa,4,0.0,True
17350m,31.86111495,-3.0167992000000003,Lake Victoria,8,0.0,True
9670s,35.44749547,-3.72731726,Internal,3,1.0,True
24215zc,38.95128671,-5.47999808,Pangani,5,50.0,True
49201xx,35.83461381,-10.29785855,Lake Nyasa,5,290.0,True
6018,34.30874122,-8.67371157,Rufiji,7,0.0,True
27342qoy,36.69627557,-3.33189222,Pangani,2,150.0,True
69825oqf,36.6405767,-3.31516583,Pangani,2,150.0,True
1314,34.66712981,-8.83213117,Rufiji,4,58.0,True
60443yif,31.62859126,-1.14565299,Lake Victoria,30,0.0,True
31138yp,30.79922282,-2.85294464,Lake Victoria,30,0.0,True
13648,34.48685835,-8.85209213,Rufiji,4,75.0,True
4052l,33.43604043,-2.80779326,Lake Victoria,4,0.0,True
72986jz,0.0,-2e-08,Lake Victoria,1,0.0,True
9116t,32.87169421,-8.81981616,Lake Rukwa,6,,False
58530,30.55681491,-7.05218582,Lake Tanganyika,3,1.0,False
5414puk,34.69897693,-5.06249144,Internal,2,200.0,True
35072miq,32.96573445,-2.5042939,Lake Victoria,8,200.0,False
46541,31.15988384,-1.76647236,Lake Victoria,1,0.0,True
6903l,35.52623719,-4.47955385,Internal,2,360.0,True
40614elq,35.26289764,-10.52269712,Ruvuma / Southern Coast,2,0.0,True
2683qa,31.60675002,-1.49712887,Lake Victoria,2,0.0,True
14874ar,36.66071139,-3.59746404,Pangani,2,150.0,True
972pwn,34.84258435,-5.73995098,Internal,3,100.0,False
2112hul,39.14490498,-7.296845200000001,Rufiji,2,,True
12555cf,35.38533955,-4.57172404,Internal,2,523.0,True
64512mm,31.16516868,-6.08474365,Lake Tanganyika,1,1010.0,True
68001zqo,0.0,-2e-08,Lake Victoria,2,0.0,True
44181suq,36.82405137,-3.49031861,Pangani,2,150.0,True
27170o,35.89384663,-10.2755569,Lake Nyasa,5,200.0,True
921,30.58559293,-7.286690099999999,Lake Tanganyika,3,1.0,False
30075ot,37.98986323,-4.25747683,Pangani,3,,True
12576s,32.41086804,-3.44736855,Lake Tanganyika,3,0.0,True
41544tz,38.6141313,-5.28185373,Pangani,2,300.0,True
5262an,36.90744425,-3.36867315,Pangani,7,150.0,True
2692rq,37.90038958,-4.38747124,Pangani,3,120.0,True
48402efj,34.44648645,-9.78369261,Lake Nyasa,5,70.0,True
62773,34.47702564,-4.63477375,Internal,1,445.0,True
7189,37.89427282,-4.36957046,Pangani,3,100.0,True
2460,35.42441152,-10.58435861,Ruvuma / Southern Coast,2,0.0,True
28940wh,31.56263025,-1.86084088,Lake Victoria,3,0.0,True
35001j,32.44071484,-3.69207604,Lake Tanganyika,3,0.0,
31901p,34.99995341,-8.59977656,Rufiji,2,0.0,True
17680zko,37.66761172,-3.18272368,Pangani,1,1.0,True
15833vph,35.92693701,-7.708755900000001,Rufiji,7,100.0,True
18161w,35.86143246,-8.76563891,Rufiji,3,150.0,True
42602bbu,37.6716907,-3.71002362,Pangani,2,130.0,True
39272,34.67987321,-10.45209253,Lake Nyasa,5,30.0,True
29331,33.89040373,-4.12575538,Internal,2,0.0,True
26179,36.80740465,-3.51593515,Pangani,2,300.0,True
32824,37.49208165,-3.33764834,Pangani,4,1.0,True
7931i,36.85627315,-3.35396412,Pangani,7,230.0,True
68270,37.39092504,-3.33830532,Pangani,4,50.0,True
51798,31.74211055,-8.42983433,Lake Rukwa,2,359.0,True
22694r,37.02656958,-3.21218717,Pangani,7,1.0,True
23915mgg,33.60699342,-9.21562107,Lake Nyasa,4,0.0,
6074,32.70457743,-3.50010137,Lake Victoria,3,0.0,True
25063ecp,35.62075366,-7.81600994,Rufiji,1,630.0,True
25431,32.29097817,-3.33746919,Lake Tanganyika,5,0.0,True
27177hr,34.78502234,-8.66438575,Rufiji,2,0.0,True
61183j,36.27853623,-6.74294692,Rufiji,1,0.0,True
62421li,34.98869481,-10.93877542,Lake Nyasa,3,650.0,
29400,40.10997131,-10.4490169,Ruvuma / Southern Coast,1,300.0,True
4637nma,39.25873559,-8.49680552,Ruvuma / Southern Coast,13,30.0,False
17714lgl,35.56493432,-2.05311934,Internal,5,1.0,True
20828p,34.88059596,-8.95894559,Rufiji,4,40.0,True
49628,35.88965279,-10.27603519,Lake Nyasa,5,360.0,True
52289,33.81684172,-3.43454859,Internal,2,0.0,True
67932kl,33.06827671,-9.30854825,Lake Nyasa,6,0.0,True
73407w,35.05583201,-10.86808173,Lake Nyasa,3,60.0,
68522,37.10671857,-3.300345,Pangani,7,1.0,True
52219qc,39.32768021,-7.04345469,Wami / Ruvu,43,1.0,True
68635cp,36.9997602,-7.58566737,Rufiji,1,50.0,True
4647q,34.87286149,-4.66859584,Internal,2,1.0,
19515yng,36.69667679,-3.47315327,Pangani,3,640.0,False
2176t,35.45126479,-10.63538243,Ruvuma / Southern Coast,2,0.0,True
42371,35.55555836,-4.35193779,Internal,2,961.0,True
30555gs,38.89325289,-5.48155176,Pangani,5,80.0,True
47964zil,33.5743558,-4.89918653,Internal,3,0.0,True
58845b,36.66581343,-3.30597225,Pangani,2,300.0,True
53775,37.06496839,-3.00771056,Internal,7,1.0,True
52214,38.72531423,-5.16712323,Pangani,3,300.0,True
42783a,38.85170744,-5.78436643,Pangani,5,50.0,True
3150v,35.13375326,-8.23910597,Rufiji,2,0.0,True
43700,39.27533,-7.03079095,Wami / Ruvu,43,488.0,True
67272cni,34.79171645,-9.8485331,Lake Nyasa,5,50.0,True
8583exu,34.72817067,-8.83972193,Rufiji,4,42.0,True
65007v,34.46164352,-4.78548174,Internal,1,369.0,True
19056l,32.72904054,-3.37660169,Lake Victoria,3,,True
20047u,34.65357283,-4.84088109,Internal,4,98.0,True
55563gx,40.04000989,-10.49310195,Ruvuma / Southern Coast,1,,True
10998pi,33.59196904,-9.22686622,Lake Nyasa,4,0.0,True
16595el,30.63599935,-3.81519306,Lake Tanganyika,1,210.0,True
17991,34.82722804,-5.74134187,Internal,3,1500.0,True
23903daw,35.12563549,-8.58810943,Rufiji,2,0.0,True
60699cg,34.40388125,-1.77708409,Lake Victoria,2,,True
18958y,33.28291194,-3.86479349,Internal,3,0.0,True
38369whu,36.77098461,-3.33480007,Pangani,7,350.0,True
29756af,36.12464962,-8.31527234,Rufiji,3,,True
66726b,37.57096176,-7.04122919,Wami / Ruvu,6,1.0,True
69890inw,40.00758306,-10.20665016,Ruvuma / Southern Coast,1,100.0,True
33119ljo,33.91587084,-9.65308383,Lake Nyasa,3,0.0,True
64406xr,30.44370642,-5.04555826,Lake Tanganyika,3,560.0,True
55521hor,34.65047397,-1.85857488,Lake Victoria,2,560.0,
7753nhy,34.95589792,-8.52384164,Rufiji,2,0.0,False
27077,36.6210181,-5.48751329,Wami / Ruvu,5,1.0,True
25233y,33.45395192,-2.86231068,Lake Victoria,4,0.0,True
24441h,33.83171078,-9.3176076,Lake Nyasa,4,0.0,True
26249b,38.35299623,-4.721178,Pangani,1,1.0,True
54268o,34.53697265,-8.86521615,Rufiji,4,75.0,True
24868elo,33.04547349,-2.51691629,Lake Victoria,2,0.0,True
15926xe,34.52505494,-9.14152683,Rufiji,4,48.0,True
69717,33.38218995,-3.0071359,Lake Victoria,4,0.0,True
72461ow,33.93455979,-9.44578475,Lake Nyasa,3,0.0,True
30158hs,33.00496224,-4.16961134,Internal,1,0.0,False
3436,34.84615002,-8.72136609,Rufiji,4,65.0,True
38916,38.07301723,-4.61926392,Pangani,2,300.0,True
5528,30.04448308,-4.53099715,Lake Tanganyika,2,250.0,True
73553,30.55361771,-2.79546908,Lake Victoria,30,,True
33828w,32.52121881,-4.3405578,Lake Tanganyika,3,0.0,True
4866dc,35.0657902,-7.93809807,Rufiji,1,1.0,True
70657bwd,36.36678610000001,-6.71432888,Wami / Ruvu,1,0.0,True
58696kcp,38.65675585,-6.81029231,Wami / Ruvu,2,200.0,True
27902roe,29.844525800000003,-4.42400664,Lake Tanganyika,2,490.0,True
38447,31.16705081,-6.32076156,Lake Rukwa,1,150.0,False
5758,37.13660747,-6.78583594,Wami / Ruvu,1,150.0,True
30181oxd,34.76234452,-8.70428393,Rufiji,4,35.0,True
56162swz,34.69954821,-4.74485396,Internal,4,58.0,True
64065bkw,33.66101753,-9.32542683,Lake Nyasa,4,0.0,True
58016oeu,30.72337677,-3.61472375,Lake Tanganyika,1,550.0,True
13594yxg,37.38052284,-5.44682158,Wami / Ruvu,7,1.0,True
34957,35.89641606,-10.06935878,Lake Nyasa,5,500.0,True
30966ppc,31.49908728,-1.49965932,Lake Victoria,2,0.0,True
1071tyu,38.50491253,-10.16551001,Ruvuma / Southern Coast,3,247.0,True
43082uk,31.04210321,-5.10638646,Lake Tanganyika,3,600.0,True
41804,33.0155735,-3.88871959,Internal,3,0.0,True
71488,33.14290805,-8.63559971,Lake Rukwa,1,0.0,True
17537,38.33399931,-4.440803599999999,Pangani,1,1.0,True
53195ku,31.80482231,-1.43916157,Lake Victoria,2,0.0,True
38723gcj,33.96168757,-8.96545328,Rufiji,3,0.0,False
32569,36.67638556,-3.35693423,Pangani,2,200.0,True
71049,33.788310100000004,-1.40989607,Lake Victoria,6,500.0,True
35620zis,33.04983736,-9.26000952,Lake Nyasa,6,0.0,True
7481yps,37.91866966,-4.51527457,Pangani,3,100.0,True
58747p,30.71698518,-1.30009916,Lake Victoria,1,0.0,True
54789sw,36.28682426,-8.19999026,Rufiji,3,700.0,True
38875b,30.55670331,-2.49923141,Lake Victoria,30,0.0,True
2847z,36.09971812,-7.9342497,Rufiji,7,200.0,True
68601c,34.55643743,-9.32744159,Lake Nyasa,4,40.0,True
17174zjy,31.52245087,-8.19823088,Lake Tanganyika,2,100.0,True
43290vp,36.26175442,-8.19053289,Rufiji,3,750.0,True
16378,34.37066119,-8.69826695,Rufiji,7,0.0,False
42341ems,36.92558811,-6.10197025,Wami / Ruvu,1,70.0,True
25201yf,32.83778832,-4.88346872,Lake Tanganyika,6,0.0,False
12620z,34.84857612,-11.07313992,Lake Nyasa,3,120.0,True
58640pr,34.9650017,-4.64201102,Internal,2,1.0,True
72288ei,36.57994963,-2.49622626,Internal,6,250.0,True
16392iy,35.29186893,-9.3845323,Rufiji,4,50.0,True
56846nov,37.70231593,-3.78552442,Pangani,2,100.0,True
11090o,32.43216274,-4.79801772,Lake Tanganyika,4,0.0,True
63910tta,38.20446267,-6.870355,Wami / Ruvu,2,240.0,True
71076rj,37.47492623,-3.33334614,Pangani,4,40.0,True
71482e,36.88970985,-3.34246694,Pangani,7,120.0,True
45842u,37.73432777,-7.01771659,Wami / Ruvu,2,150.0,True
65962b,31.38012999,-2.72443108,Lake Tanganyika,4,0.0,True
38579hec,30.6644845,-2.44647772,Lake Victoria,30,0.0,True
9898lun,38.55841752,-11.22445737,Ruvuma / Southern Coast,63,86.0,
73668g,37.52800675,-3.25395164,Pangani,4,60.0,True
53520f,32.74999596,-3.53905072,Lake Victoria,3,0.0,True
29127de,0.0,-2e-08,Lake Victoria,2,0.0,True
68809vpz,30.31540551,-5.68331109,Lake Tanganyika,1,70.0,True
53177nz,33.27583594,-3.72194458,Internal,3,0.0,True
12578ul,37.42431939,-3.31924219,Pangani,4,80.0,True
64119,37.01345394,-7.72141163,Rufiji,3,250.0,True
8623yv,32.92758378,-5.90015347,Lake Tanganyika,5,0.0,True
37154r,34.81531919,-4.09148365,Internal,1,225.0,True
34087uz,34.17219663,-3.57909098,Internal,6,0.0,True
10203,34.38484988,-8.76326973,Rufiji,7,0.0,False
4777iu,29.97619909,-4.83711513,Lake Tanganyika,2,510.0,True
44869vf,36.96525192,-2.72276028,Internal,6,1500.0,True
8886y,37.21860207,-3.22236899,Pangani,5,50.0,True
54222y,33.68074784,-9.48793929,Lake Nyasa,3,0.0,True
70512ycx,31.21659894,-6.29321184,Lake Rukwa,1,700.0,True
50056sjs,35.23811273,-5.88124233,Internal,3,350.0,True
16842,36.62769846,-3.29031742,Pangani,2,100.0,True
61996i,37.65212539,-3.26946136,Pangani,1,1.0,True
64225,31.49014952,-1.81485314,Lake Victoria,3,0.0,True
4060u,35.51052503,-2.31902894,Lake Victoria,5,108.0,True
37881efb,39.08628175,-7.10190064,Wami / Ruvu,43,300.0,True
45388,33.16112704,-2.57067279,Lake Victoria,2,0.0,True
68261enn,38.40203943,-4.5438774,Pangani,1,1.0,True
14599z,32.23881333,-4.19549665,Lake Tanganyika,3,0.0,True
5160,37.46073981,-3.81764106,Pangani,4,400.0,True
18545jl,36.6649472,-6.70321178,Wami / Ruvu,1,665.0,True
36913,35.54660296,-7.86724009,Rufiji,1,450.0,True
15228nh,34.17274272,-9.47288771,Lake Nyasa,3,0.0,True
53027qu,33.10538913,-8.9816584,Lake Rukwa,6,0.0,True
29164sux,34.55086787,-9.11446049,Rufiji,4,75.0,True
1833gcb,36.86812531,-6.13916327,Wami / Ruvu,1,120.0,True
31161,34.94066896,-8.408456800000002,Rufiji,2,0.0,False
2393fg,33.33799067,-3.25319102,Lake Victoria,4,0.0,True
3322,36.81659818,-6.17934472,Wami / Ruvu,3,0.0,True
66620zfa,31.63010313,-1.71164806,Lake Victoria,3,0.0,True
38413,34.91811618,-9.20289005,Rufiji,4,40.0,True
21200o,39.92020271,-10.25422822,Ruvuma / Southern Coast,1,200.0,True
31593p,33.63587778,-8.85571404,Rufiji,2,0.0,True
48566at,34.75355589,-1.83207806,Lake Victoria,2,1.0,True
82gu,36.64542638,-3.30626376,Pangani,2,200.0,True
5987luf,31.76128332,-1.37256026,Lake Victoria,2,0.0,True
10669d,31.09917518,-1.9173993000000005,Lake Victoria,1,0.0,True
32011aq,32.48445968,-3.61476922,Lake Tanganyika,3,0.0,True
6012,40.14599361,-10.30986285,Ruvuma / Southern Coast,5,320.0,True
59228xdv,37.04671858,-3.07754606,Internal,7,1.0,True
53555z,35.83406211,-6.24192024,Wami / Ruvu,5,0.0,True
9910wfh,33.36998413,-8.89166673,Lake Rukwa,2,0.0,True
71244j,39.15741706,-6.97820812,Wami / Ruvu,2,800.0,
70821v,32.36494102,-8.37045009,Lake Rukwa,6,0.0,False
29724,33.59594754,-9.04704082,Lake Nyasa,4,0.0,True
4528up,38.83300994,-6.70216991,Wami / Ruvu,2,1.0,True
44388x,37.9256194,-6.00742991,Wami / Ruvu,1,70.0,True
31251m,29.98633461,-4.9929587999999985,Lake Tanganyika,3,340.0,True
51745xjc,39.39603991,-10.14416442,Ruvuma / Southern Coast,23,1.0,False
29212jet,35.33044916,-10.51741734,Lake Nyasa,2,0.0,True
39159cxv,30.50399059,-3.59160443,Lake Tanganyika,1,350.0,True
2131,35.37638059,-7.96410835,Rufiji,1,1.0,True
49590b,0.0,-2e-08,Lake Victoria,1,0.0,
32668,38.33923422,-4.97117653,Pangani,2,250.0,True
52764s,39.19825037,-10.8865564,Ruvuma / Southern Coast,33,1.0,True
70416ern,37.61248876,-3.12861791,Pangani,1,1.0,True
63323s,33.82191318,-9.12727936,Lake Nyasa,4,0.0,True
12534,39.00888316,-10.80788968,Ruvuma / Southern Coast,33,1.0,True
6557rby,31.73524498,-8.43996851,Lake Rukwa,2,300.0,True
18939,31.80584086,-1.07802795,Lake Victoria,2,0.0,True
42489,38.41586248,-6.10806688,Wami / Ruvu,1,70.0,True
10880,39.35485341,-6.91538321,Wami / Ruvu,3,180.0,True
12501u,33.78810072,-3.51258709,Internal,2,0.0,True
60628,35.26133688,-8.09636711,Rufiji,1,769.0,True
73768cn,38.26846577,-5.45036254,Pangani,6,,True
55792,36.63151398,-6.36520989,Wami / Ruvu,3,0.0,True
37607ew,36.79038502,-3.44659905,Pangani,2,150.0,True
74065,33.6297465,-2.16117196,Lake Victoria,4,360.0,False
32217,37.48125697,-3.32616423,Pangani,4,15.0,True
62294uzm,32.44185303,-2.32356158,Lake Victoria,5,0.0,False
25628c,40.03347589,-10.64156241,Ruvuma / Southern Coast,1,181.0,True
54740rbe,37.30152603,-7.01976464,Wami / Ruvu,6,1.0,True
54659up,37.23369729,-3.25879193,Pangani,5,15.0,True
59243vm,38.86620204,-10.98511573,Ruvuma / Southern Coast,33,1.0,True
27671vr,32.94820274,-8.95139567,Lake Rukwa,6,0.0,True
23391zn,32.74769435,-4.44513523,Lake Tanganyika,1,0.0,True
2509uwr,33.27269865,-2.89220645,Lake Victoria,4,0.0,True
2309z,34.60764308,-1.73052915,Lake Victoria,2,400.0,
32127mns,34.43060833,-1.37281909,Lake Victoria,1,50.0,
29528,38.18392145,-5.67811106,Pangani,6,200.0,False
6286,31.57607143,-1.89078161,Lake Victoria,3,0.0,True
57814i,34.10658399,-1.65773494,Lake Victoria,3,40.0,
53291,38.47960087,-4.9377178,Pangani,1,1.0,True
64319ud,33.73334428,-3.01290742,Lake Victoria,2,0.0,True
23026kmt,29.82836345,-4.47640967,Lake Tanganyika,2,570.0,True
52416oqm,33.10450693,-2.99051006,Lake Victoria,7,0.0,True
40902,34.04751167,-9.32494494,Lake Nyasa,3,0.0,True
8966,32.91135879,-8.98352593,Lake Rukwa,6,0.0,True
15755c,35.36413307,-9.91685709,Lake Nyasa,2,0.0,True
2805cu,34.52269486,-9.76885429,Lake Nyasa,5,150.0,True
318op,39.24990983,-7.00713546,Wami / Ruvu,43,1000.0,True
3116,34.60692293,-1.74819357,Lake Victoria,2,400.0,
9304n,38.30935364,-6.51861511,Wami / Ruvu,1,16.0,False
40368,34.68027522,-9.67957893,Lake Nyasa,5,50.0,True
62143mfq,35.25569683,-4.22618787,Internal,1,3000.0,True
40347mn,34.79440889,-9.477952900000002,Rufiji,4,40.0,True
1311b,34.18504744,-3.03338154,Lake Victoria,6,0.0,True
7767hk,32.37273914,-8.41038613,Lake Rukwa,6,0.0,False
46112fai,36.21875437,-11.12237644,Ruvuma / Southern Coast,5,,True
20058lk,31.31491176,-7.95931666,Lake Tanganyika,3,1.0,True
25990ub,33.43453017,-4.64945748,Internal,2,0.0,True
11288l,38.61987519,-10.95607941,Ruvuma / Southern Coast,63,150.0,True
22476hjg,0.0,-2e-08,Lake Victoria,2,,True
27480skr,32.28649735,-4.34351898,Lake Tanganyika,4,0.0,True
31137,38.428983,-11.34771077,Ruvuma / Southern Coast,63,56.0,True
22703,32.65629072,-3.86708299,Lake Victoria,3,0.0,True
58209,35.3011748,-9.75837009,Lake Nyasa,2,0.0,True
61632aw,37.02378844,-3.17097258,Pangani,7,1.0,True
27707av,35.92726879999999,-7.3526678,Rufiji,1,1.0,True
19606bx,32.91127926,-9.24608945,Lake Nyasa,6,0.0,True
49727ewr,34.73322872,-9.30914045,Rufiji,4,256.0,True
15269,40.0338496,-10.6938175,Ruvuma / Southern Coast,1,200.0,True
49909g,35.64869771,-10.66053831,Ruvuma / Southern Coast,4,,True
22418kk,38.99906138,-7.36691477,Wami / Ruvu,43,600.0,True
69084m,38.76724241,-10.21097972,Ruvuma / Southern Coast,3,120.0,True
62057,37.04055696,-7.69388531,Rufiji,1,270.0,True
